2025-05-26 08:58:11,542 INFO    MainThread:97174 [wandb_setup.py:_flush():70] Current SDK version is 0.19.11
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_setup.py:_flush():70] Configure stats pid to 97174
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_setup.py:_flush():70] Loading settings from /home/david-lacour/.config/wandb/settings
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_setup.py:_flush():70] Loading settings from /home/david-lacour/Documents/transformerVision/githubs/VizInt/autoflex/autotinymodels/wandb/settings
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_setup.py:_flush():70] Loading settings from environment variables
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:setup_run_log_directory():724] Logging user logs to /home/david-lacour/Documents/transformerVision/githubs/VizInt/autoflex/autotinymodels/wandb/run-20250526_085811-mic5f2ms/logs/debug.log
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:setup_run_log_directory():725] Logging internal logs to /home/david-lacour/Documents/transformerVision/githubs/VizInt/autoflex/autotinymodels/wandb/run-20250526_085811-mic5f2ms/logs/debug-internal.log
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:init():852] calling init triggers
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:init():857] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:init():893] starting backend
2025-05-26 08:58:11,543 INFO    MainThread:97174 [wandb_init.py:init():897] sending inform_init request
2025-05-26 08:58:11,548 INFO    MainThread:97174 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-26 08:58:11,548 INFO    MainThread:97174 [wandb_init.py:init():907] backend started and connected
2025-05-26 08:58:11,549 INFO    MainThread:97174 [wandb_init.py:init():1005] updated telemetry
2025-05-26 08:58:11,555 INFO    MainThread:97174 [wandb_init.py:init():1029] communicating run to backend with 90.0 second timeout
2025-05-26 08:58:21,365 INFO    MainThread:97174 [wandb_init.py:init():1104] starting run threads in backend
2025-05-26 08:58:21,531 INFO    MainThread:97174 [wandb_run.py:_console_start():2573] atexit reg
2025-05-26 08:58:21,531 INFO    MainThread:97174 [wandb_run.py:_redirect():2421] redirect: wrap_raw
2025-05-26 08:58:21,532 INFO    MainThread:97174 [wandb_run.py:_redirect():2490] Wrapping output streams.
2025-05-26 08:58:21,532 INFO    MainThread:97174 [wandb_run.py:_redirect():2513] Redirects installed.
2025-05-26 08:58:21,533 INFO    MainThread:97174 [wandb_init.py:init():1150] run started, returning control to user process
2025-05-26 09:04:17,545 INFO    MsgRouterThr:97174 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
